Provider,Specialty,City,State,Payments
"GRAY, JOHN S",Preventive Medicine,HIGHLANDS RANCH,CO,"$7,573.43"
SAFEWAY INC,Mass Immunization Roster Biller,HIGHLANDS RANCH,CO,"$5,521.25"
"REINHOLTZ, NICHOLAS R",Chiropractic,HIGHLANDS RANCH,CO,"$5,137.27"
DILLON COMPANIES INC,Mass Immunization Roster Biller,HIGHLANDS RANCH,CO,"$5,123.13"
"SCOTT, JONATHON E",Podiatry,HIGHLANDS RANCH,CO,"$5,060.93"
WALGREEN CO,Mass Immunization Roster Biller,HIGHLANDS RANCH,CO,"$4,932.60"
"PETERSON, CHAD G",CRNA,HIGHLANDS RANCH,CO,"$4,716.07"
"JACOBS, LAWRENCE L",Optometry,HIGHLANDS RANCH,CO,"$4,621.45"
DILLON COMPANIES INC,Mass Immunization Roster Biller,HIGHLANDS RANCH,CO,"$3,864.27"
"VERVAET, KERI J",Optometry,HIGHLANDS RANCH,CO,"$3,842.06"
"GUY, JASON",Physician Assistant,HIGHLANDS RANCH,CO,"$3,592.03"
"JACOBSON, DEBORAH L",Family Practice,HIGHLANDS RANCH,CO,"$3,551.31"
"PIEL, MICHAEL T",Family Practice,HIGHLANDS RANCH,CO,"$3,439.09"
"NURDEL, MANSUR",Optometry,HIGHLANDS RANCH,CO,"$3,372.87"
"RICCELLI, MARY",Nurse Practitioner,HIGHLANDS RANCH,CO,"$3,361.47"
"PARISET, JACQUELYN M",Family Practice,HIGHLANDS RANCH,CO,"$3,190.10"
WALGREEN CO,Mass Immunization Roster Biller,HIGHLANDS RANCH,CO,"$2,238.01"
"GOMEZ, MARCO A",Family Practice,HIGHLANDS RANCH,CO,"$2,041.17"
"MUNSON, MITCHELL T",Optometry,HIGHLANDS RANCH,CO,"$2,039.85"
"KERN, DAVID",Psychiatry,HIGHLANDS RANCH,CO,"$1,833.79"
"GINGRAS, RICHARD W",Chiropractic,HIGHLANDS RANCH,CO,"$1,548.00"
"TRAN, BAU P",Physician Assistant,HIGHLANDS RANCH,CO,"$1,528.61"
"CANDIA, JULIE R",Nurse Practitioner,HIGHLANDS RANCH,CO,"$1,499.44"
TARGET CORPORATION AND SUBSIDIARIES,Mass Immunization Roster Biller,HIGHLANDS RANCH,CO,"$1,468.60"
"BURGE, ANITA C",Nurse Practitioner,HIGHLANDS RANCH,CO,"$1,457.67"
DILLON COMPANIES INC,Mass Immunization Roster Biller,HIGHLANDS RANCH,CO,"$1,346.00"
TARGET CORPORATION AND SUBSIDIARIES,Mass Immunization Roster Biller,HIGHLANDS RANCH,CO,"$1,244.20"
"CRAIG, KACEY A",Nurse Practitioner,HIGHLANDS RANCH,CO,"$1,099.32"
DILLON COMPANIES INC,Mass Immunization Roster Biller,HIGHLANDS RANCH,CO,"$1,090.16"
"GEERSEN, PAUL J",Chiropractic,HIGHLANDS RANCH,CO,$851.76
KAISER FOUNDATION HEALTH PLAN OF CO,Clinical Laboratory,HIGHLANDS RANCH,CO,$153.00
"KANTOR, ROBERT S",Medical Oncology,LAKEWOOD,CO,"$1,665,083.61"
WEST METRO FIRE PROTECTION DISTRICT,Ambulance Service Supplier,LAKEWOOD,CO,"$1,004,831.85"
"WILLIAMS, DANNY C",Rheumatology,LAKEWOOD,CO,"$983,241.02"
ROCKY MOUNTAIN ENDOSCOPY CENTERS LLC,Ambulatory Surgical Center,LAKEWOOD,CO,"$949,061.56"
"MCDONNELL, MICHAELA W",Dermatology,LAKEWOOD,CO,"$553,086.34"
"HURT, DAVID L",Dermatology,LAKEWOOD,CO,"$531,832.17"
METROPOLITAN PATHOLOGISTS PC,Clinical Laboratory,LAKEWOOD,CO,"$506,071.65"
DENVER EYE SURGERY CENTER INC.,Ambulatory Surgical Center,LAKEWOOD,CO,"$454,095.51"
"OTSUKA, ALVIN L",Hematology/Oncology,LAKEWOOD,CO,"$346,342.42"
"MAUS, TODD L",Family Practice,LAKEWOOD,CO,"$343,205.88"
"MOAZZAM, NAUMAN",Hematology/Oncology,LAKEWOOD,CO,"$291,045.15"
"KUMAR, RAJIV",Ophthalmology,LAKEWOOD,CO,"$274,552.95"
"BUI, HAI P",Internal Medicine,LAKEWOOD,CO,"$259,317.53"
"MARTIN-WIMMER, DARNELL L",Dermatology,LAKEWOOD,CO,"$254,203.40"
"CHERRY CREEK IMAGING, LLC",Independent Diagnostic Testing Facility,LAKEWOOD,CO,"$242,686.10"
"MA, LING",Hematology/Oncology,LAKEWOOD,CO,"$230,309.33"
"DRY CREEK IMAGING, LLC",Independent Diagnostic Testing Facility,LAKEWOOD,CO,"$212,998.59"
"GOLDBERG, SHELDON",Physical Medicine and Rehabilitation,LAKEWOOD,CO,"$206,641.35"
"STAHL, JAN H",Family Practice,LAKEWOOD,CO,"$192,181.81"
"MATARAZZO, JOSEPH",Family Practice,LAKEWOOD,CO,"$179,184.33"
"RUBINSTEIN, JEFFREY D",Cardiology,LAKEWOOD,CO,"$177,001.11"
"MILLER, PAUL D",Nephrology,LAKEWOOD,CO,"$162,571.80"
"MEHTA, NALIN J",Ophthalmology,LAKEWOOD,CO,"$138,205.38"
"SABIN, JEFFREY J",Orthopedic Surgery,LAKEWOOD,CO,"$132,355.58"
"GURDIN, WILLIAM H",Cardiology,LAKEWOOD,CO,"$131,669.19"
"BRADY, JAMES",Emergency Medicine,LAKEWOOD,CO,"$126,497.93"
"NICHOLS, ELIZABETH M",Pulmonary Disease,LAKEWOOD,CO,"$126,485.40"
"CHU, HENRY D",Pathology,LAKEWOOD,CO,"$121,040.85"
"DURAND, PHILLIP W",Diagnostic Radiology,LAKEWOOD,CO,"$118,579.29"
"SAWADA, KATHLEEN Y",Dermatology,LAKEWOOD,CO,"$112,224.55"
"SEIGEL, ROBERT S",Diagnostic Radiology,LAKEWOOD,CO,"$109,772.33"
"DOBBS, AUBREY R",Internal Medicine,LAKEWOOD,CO,"$108,171.65"
"DUNN, MICHAEL L",Family Practice,LAKEWOOD,CO,"$107,937.36"
"LEON, DAVID M",Internal Medicine,LAKEWOOD,CO,"$106,970.53"
"KORNBLUTH, CRAIG M",Diagnostic Radiology,LAKEWOOD,CO,"$106,397.96"
"SARTI, MARC",Diagnostic Radiology,LAKEWOOD,CO,"$105,873.38"
"BOLTON, JESSE D",Critical Care (Intensivists),LAKEWOOD,CO,"$104,030.70"
"SMITH, VERNON M",Internal Medicine,LAKEWOOD,CO,"$101,305.48"
"STRAMEL, ERIC",Pulmonary Disease,LAKEWOOD,CO,"$100,891.98"
"BROWN, ROBERT E",Anesthesiology,LAKEWOOD,CO,"$98,595.78"
"FARACO-HADLOCK, MARK N",Clinical Psychologist,LAKEWOOD,CO,"$95,235.60"
"BOST, THOMAS W",Critical Care (Intensivists),LAKEWOOD,CO,"$93,314.89"
"DENNEN, PAULA F",Critical Care (Intensivists),LAKEWOOD,CO,"$92,701.81"
"SUTARIK, JULIANNA M",Pulmonary Disease,LAKEWOOD,CO,"$92,373.17"
"AMUNDSON, JEFFREY A",Family Practice,LAKEWOOD,CO,"$91,396.96"
"RENKIN, JOSHUA N",Neurology,LAKEWOOD,CO,"$90,527.46"
"CAHN, DAVID J",Urology,LAKEWOOD,CO,"$87,665.69"
"GANNUCH, GARRET M",Diagnostic Radiology,LAKEWOOD,CO,"$86,940.60"
"LYDERS, ERIC M",Diagnostic Radiology,LAKEWOOD,CO,"$86,665.53"
"KELLOGG, KATHLEEN",Internal Medicine,LAKEWOOD,CO,"$86,207.19"
"KEMP, JENNIFER L",Diagnostic Radiology,LAKEWOOD,CO,"$85,655.42"
"HOPFENBECK, SARAH M",Internal Medicine,LAKEWOOD,CO,"$84,790.12"
"REVEILLE, ROBERT M",Gastroenterology,LAKEWOOD,CO,"$84,400.29"
"GOFF, JOHN S",Gastroenterology,LAKEWOOD,CO,"$83,793.10"
"HARTMAN, DIANE M",Urology,LAKEWOOD,CO,"$82,896.04"
"LONDON, SCOTT F",Neurology,LAKEWOOD,CO,"$82,405.08"
"HODGIN, KATHERINE E",Internal Medicine,LAKEWOOD,CO,"$82,277.04"
"ZUKOSKY, DEREK",Urology,LAKEWOOD,CO,"$81,859.05"
"CAMPBELL, DOUGLAS M",Ophthalmology,LAKEWOOD,CO,"$81,694.46"
"MACKENZIE, SCOTT H",Gastroenterology,LAKEWOOD,CO,"$80,915.93"
"ROSENBERG, STUART G",Critical Care (Intensivists),LAKEWOOD,CO,"$80,668.96"
"ORZEL, JOSEPH A",Diagnostic Radiology,LAKEWOOD,CO,"$78,391.66"
"DALAL, SAMAY A",Pulmonary Disease,LAKEWOOD,CO,"$76,652.40"
"BOGIN, ROBERT M",Internal Medicine,LAKEWOOD,CO,"$75,813.56"
"BOE, DARREN M",Critical Care (Intensivists),LAKEWOOD,CO,"$75,319.64"
"RUCH, JOANNE E",Internal Medicine,LAKEWOOD,CO,"$74,756.05"
"PICKETT, H M",Internal Medicine,LAKEWOOD,CO,"$74,551.80"
"FORTNER, ALEXANDRA A",Diagnostic Radiology,LAKEWOOD,CO,"$73,874.36"
"TIU, CELSA T",Family Practice,LAKEWOOD,CO,"$73,727.45"
"OEHLER, TERRY L",Podiatry,LAKEWOOD,CO,"$72,669.33"
"HEIT, JOSEPH",Critical Care (Intensivists),LAKEWOOD,CO,"$71,978.08"
"OKEEFE, DAVID B",Emergency Medicine,LAKEWOOD,CO,"$70,949.24"
"BENENATI, THOMAS J",Podiatry,LAKEWOOD,CO,"$69,319.78"
"WEGNER, BRIAN K",Family Practice,LAKEWOOD,CO,"$68,903.29"
"DICKINSON, MATTHEW G",Critical Care (Intensivists),LAKEWOOD,CO,"$67,756.26"
"WRIGHT, RALPH J",Radiation Oncology,LAKEWOOD,CO,"$66,155.50"
"SCHIFF, SUSAN L",Internal Medicine,LAKEWOOD,CO,"$66,114.93"
"RILEY, PETER D",Critical Care (Intensivists),LAKEWOOD,CO,"$65,835.34"
"JAIN, RAJESH",Gastroenterology,LAKEWOOD,CO,"$65,138.04"
"SIMON, BRADLEY E",Emergency Medicine,LAKEWOOD,CO,"$65,021.51"
"MOUND, RANDY J",Diagnostic Radiology,LAKEWOOD,CO,"$64,972.77"
"KREUTZER, ERIK W",Otolaryngology,LAKEWOOD,CO,"$62,852.86"
"LATTIMORE, WAYMON C",Gastroenterology,LAKEWOOD,CO,"$60,248.06"
"ELIOPOULOS, VASSILY T",Emergency Medicine,LAKEWOOD,CO,"$60,112.65"
"BRANNEY, SCOTT W",Emergency Medicine,LAKEWOOD,CO,"$59,681.26"
"ALTMIN, STEPHEN C",Emergency Medicine,LAKEWOOD,CO,"$59,600.88"
"KIM, JANE S",Geriatric Medicine,LAKEWOOD,CO,"$59,037.22"
"PATEL, LISA B",Emergency Medicine,LAKEWOOD,CO,"$58,968.04"
"SELL, JASON R",Emergency Medicine,LAKEWOOD,CO,"$57,080.73"
"LANGE, NEALE R",Critical Care (Intensivists),LAKEWOOD,CO,"$56,386.16"
"ROTH, JASON T",Emergency Medicine,LAKEWOOD,CO,"$55,940.05"
"GRZYBOWSKI, RICHARD F",Diagnostic Radiology,LAKEWOOD,CO,"$55,634.18"
"GEORGE, STEPHEN G",Diagnostic Radiology,LAKEWOOD,CO,"$55,522.65"
"CAIN, THOMAS D",Internal Medicine,LAKEWOOD,CO,"$55,361.82"
"SORIYA, GINA C",Emergency Medicine,LAKEWOOD,CO,"$55,164.09"
"OCONNOR, JOHN E",Family Practice,LAKEWOOD,CO,"$54,159.49"
"SCHOLZ, THERESA A",Dermatology,LAKEWOOD,CO,"$54,140.83"
"SHARP, WILLIAM A",Emergency Medicine,LAKEWOOD,CO,"$53,445.92"
"SCHINDEL, MICHAEL A",Family Practice,LAKEWOOD,CO,"$52,906.57"
"GARYFALLOU, GARYFALLOS T",Emergency Medicine,LAKEWOOD,CO,"$52,028.73"
"CROCKETT, DAVID K",Optometry,LAKEWOOD,CO,"$51,517.09"
"BOGGAVARAPU, JAGADISH",Allergy/Immunology,LAKEWOOD,CO,"$51,166.24"
"DRAGOO, MARY",Physician Assistant,LAKEWOOD,CO,"$49,670.55"
"VELLMAN, W P",Emergency Medicine,LAKEWOOD,CO,"$49,087.44"
"HOFFMANN, JEFFREY",Internal Medicine,LAKEWOOD,CO,"$48,980.47"
"LA ROSA, FRANCISCO G",Family Practice,LAKEWOOD,CO,"$48,951.89"
"WENZEL, WAYNE W",Diagnostic Radiology,LAKEWOOD,CO,"$48,850.64"
"NITKA, ERNEST E",Neurology,LAKEWOOD,CO,"$48,731.62"
"HERMANN, JOSEPH F",Family Practice,LAKEWOOD,CO,"$47,881.06"
"HO, EMAI L",Emergency Medicine,LAKEWOOD,CO,"$47,677.79"
"AIKIN, R B",Family Practice,LAKEWOOD,CO,"$47,151.81"
"BARRETT, JUSTIN A",Emergency Medicine,LAKEWOOD,CO,"$46,380.99"
"KOWALSKI, ADAM E",Diagnostic Radiology,LAKEWOOD,CO,"$45,918.43"
"TONG, KEVIN T",Endocrinology,LAKEWOOD,CO,"$45,684.29"
"SHIELDS, BRIAN T",Emergency Medicine,LAKEWOOD,CO,"$45,466.96"
"WRIGHT, KENNETH E",Physician Assistant,LAKEWOOD,CO,"$44,807.56"
"POLITZER, THOMAS A",Optometry,LAKEWOOD,CO,"$43,846.39"
"MAYEDA, THOMAS K",Internal Medicine,LAKEWOOD,CO,"$43,035.14"
"MONTEMAYOR, ROSA A",Podiatry,LAKEWOOD,CO,"$41,944.66"
"LU, KATHERINE S",Internal Medicine,LAKEWOOD,CO,"$41,637.64"
"MEADE, ANDREW A",Diagnostic Radiology,LAKEWOOD,CO,"$41,537.68"
"DOUCETTE, MARC A",Emergency Medicine,LAKEWOOD,CO,"$41,361.32"
"FISHER, DARCEE L",Emergency Medicine,LAKEWOOD,CO,"$40,041.43"
"BRUNKO, MICHAEL W",Emergency Medicine,LAKEWOOD,CO,"$39,296.99"
"ESTEP, GERALD J",Emergency Medicine,LAKEWOOD,CO,"$38,479.16"
"REDDY, HARI CHARAN P",Diagnostic Radiology,LAKEWOOD,CO,"$38,273.92"
"NELSON, AIMEE S",Family Practice,LAKEWOOD,CO,"$37,901.71"
"STEVENS, PERRY M",Diagnostic Radiology,LAKEWOOD,CO,"$36,894.38"
"FALLON, MICHAEL P",Emergency Medicine,LAKEWOOD,CO,"$36,095.39"
"SMITH, RICHARD H",Neurology,LAKEWOOD,CO,"$35,727.10"
"KHALIFAH, ANTHONY P",Critical Care (Intensivists),LAKEWOOD,CO,"$34,896.88"
"LERVICK, DALE G",Optometry,LAKEWOOD,CO,"$34,013.31"
"DOIG, SARAH T",Occupational therapist,LAKEWOOD,CO,"$33,517.57"
"ACHEE, MITCHELL D",Diagnostic Radiology,LAKEWOOD,CO,"$33,263.98"
"CHANDLER, ELIZABETH L",Clinical Psychologist,LAKEWOOD,CO,"$32,835.00"
"CONGDON, ROBERT G",Diagnostic Radiology,LAKEWOOD,CO,"$32,109.42"
"GERVAIS, JACK",Emergency Medicine,LAKEWOOD,CO,"$31,526.19"
"HILLARD, ADAM",CRNA,LAKEWOOD,CO,"$31,309.30"
"LAUBACH, SHERRI",Family Practice,LAKEWOOD,CO,"$30,835.05"
"UNREIN, CHRISTOPHER J",Internal Medicine,LAKEWOOD,CO,"$30,296.60"
"RICHARDSON, SCOTT K",Emergency Medicine,LAKEWOOD,CO,"$30,034.74"
"BEAUFAIT, DENNIS M",Clinical Psychologist,LAKEWOOD,CO,"$29,564.52"
"SPENCER, ROBERTO R",Diagnostic Radiology,LAKEWOOD,CO,"$28,308.94"
"JONES, CHRISTIAN V",Physical Therapist,LAKEWOOD,CO,"$28,182.84"
"JONES, BYRON D",Physical Medicine and Rehabilitation,LAKEWOOD,CO,"$27,664.78"
"TROCHIMOWICZ, LISA S",CRNA,LAKEWOOD,CO,"$27,431.56"
"RUMBYRT, JEFFREY S",Allergy/Immunology,LAKEWOOD,CO,"$27,391.81"
"ELLIS, CLARENCE V",Family Practice,LAKEWOOD,CO,"$27,231.57"
"BOSWORTH, CORTNEY R",Nephrology,LAKEWOOD,CO,"$27,052.38"
"HUTT, PATRICIA A",Physical Therapist,LAKEWOOD,CO,"$26,549.04"
"ROSS, JENNIFER L",Nurse Practitioner,LAKEWOOD,CO,"$26,536.27"
"CLARK, BRENDAN J",Pulmonary Disease,LAKEWOOD,CO,"$25,797.96"
"MONLEZUN, MALCOLM J",CRNA,LAKEWOOD,CO,"$25,759.49"
"GILLILAND, J D",Diagnostic Radiology,LAKEWOOD,CO,"$24,919.88"
"BERNARD, JENNIFER B",Endocrinology,LAKEWOOD,CO,"$22,398.35"
"NIEBERGALL, LISA M",Diagnostic Radiology,LAKEWOOD,CO,"$21,918.81"
"DIMICK, LEE C",Chiropractic,LAKEWOOD,CO,"$21,895.95"
"DEANDA, TERESA",Speech Language Pathologist,LAKEWOOD,CO,"$20,870.17"
"BYERS, STACIE",Emergency Medicine,LAKEWOOD,CO,"$20,768.96"
"WEBBER, TERRENCE J",Anesthesiology,LAKEWOOD,CO,"$19,567.34"
"CHERRY, JASON A",Physical Therapist,LAKEWOOD,CO,"$19,464.35"
"KEIGHLEY, KATIE",Physical Therapist,LAKEWOOD,CO,"$19,373.00"
"RICHARDSON, ROBERTA M",Psychiatry,LAKEWOOD,CO,"$18,725.59"
"MINZER, SHARON L",Internal Medicine,LAKEWOOD,CO,"$18,573.49"
"BECK, SUZANNE M",Family Practice,LAKEWOOD,CO,"$18,435.11"
"HAWKINS, ERIKA P",Clinical Psychologist,LAKEWOOD,CO,"$17,959.10"
"BRUNDIGE, RICHARD L",Family Practice,LAKEWOOD,CO,"$17,554.43"
"BOUCHARD, KATHRYN E",Nurse Practitioner,LAKEWOOD,CO,"$17,128.19"
"YOST, RAYMOND V",Diagnostic Radiology,LAKEWOOD,CO,"$16,718.85"
"MORRISON, SUSAN J",Family Practice,LAKEWOOD,CO,"$16,172.83"
"MILANO, KATHY A",Optometry,LAKEWOOD,CO,"$16,071.32"
"GREEN, SCOTT M",Family Practice,LAKEWOOD,CO,"$15,872.63"
"VOEGELI, PAUL T",Podiatry,LAKEWOOD,CO,"$15,632.34"
"GOERKE, ELIZABETH A",Optometry,LAKEWOOD,CO,"$14,886.23"
"FONS, RYEN",Anesthesiology,LAKEWOOD,CO,"$14,823.68"
"ANDREWS, FRANCINE G",Allergy/Immunology,LAKEWOOD,CO,"$14,795.67"
"LACKEY, MARGARET",Psychiatry,LAKEWOOD,CO,"$14,701.05"
"GRIFFITH, CHRISTOPHER",CRNA,LAKEWOOD,CO,"$14,658.22"
"HOFFMAN, KRISTIN K",Chiropractic,LAKEWOOD,CO,"$14,236.27"
"DREILING, LISA L",Pulmonary Disease,LAKEWOOD,CO,"$13,740.95"
"GIEDT, SUSAN M",Physical Therapist,LAKEWOOD,CO,"$13,435.16"
"LIPSON, YVONNE M",Family Practice,LAKEWOOD,CO,"$13,048.77"
"WOMACK, GAIL B",Obstetrics/Gynecology,LAKEWOOD,CO,"$12,561.55"
"SANDERS, JAY D",Chiropractic,LAKEWOOD,CO,"$12,462.48"
"ALBERT, NILS P",Emergency Medicine,LAKEWOOD,CO,"$12,439.44"
"BEAUDRY, BRIGITTE",Anesthesiology,LAKEWOOD,CO,"$12,166.62"
"ROKOSZ, LAURA A",Obstetrics/Gynecology,LAKEWOOD,CO,"$11,696.36"
"WALDEN, JANELL D",CRNA,LAKEWOOD,CO,"$11,594.64"
"SMITH, CAROLYN J",Optometry,LAKEWOOD,CO,"$11,498.54"
"MATOBA, ROBERT K",Optometry,LAKEWOOD,CO,"$11,497.21"
"BERGGREN, RONALD K",Optometry,LAKEWOOD,CO,"$11,018.13"
"SIPPEL, JEFFREY M",Critical Care (Intensivists),LAKEWOOD,CO,"$10,681.80"
"CHRIST, LORRAINE",CRNA,LAKEWOOD,CO,"$10,551.56"
"KIRKPATRICK, DOUGLAS H",Obstetrics/Gynecology,LAKEWOOD,CO,"$9,829.17"
"DEGROOT, DONALD F",Clinical Psychologist,LAKEWOOD,CO,"$9,695.97"
"SCHKADE, PAUL",Allergy/Immunology,LAKEWOOD,CO,"$9,489.53"
"LINDENMUTH, KRYSTYNA M",Family Practice,LAKEWOOD,CO,"$9,428.32"
"HIGHTOWER, LYNN M",Nurse Practitioner,LAKEWOOD,CO,"$9,171.80"
"BRYAN, WENDELL E",Optometry,LAKEWOOD,CO,"$9,119.42"
"PHELPS, ARTHUR T",Chiropractic,LAKEWOOD,CO,"$9,101.47"
"TILTON, ELISHA P",Ophthalmology,LONGMONT,CO,"$2,119,899.60"
"BENEDICT, WILLIAM L",Ophthalmology,LONGMONT,CO,"$2,091,526.69"
"LONGMONT SURGERY CENTER, LLC",Ambulatory Surgical Center,LONGMONT,CO,"$916,190.98"
"PERKINS, JEFFREY D",Rheumatology,LONGMONT,CO,"$553,558.55"
"STATHIS, JOHN",Cardiology,LONGMONT,CO,"$540,555.35"
"MATHWICH, BRIAN N",Family Practice,LONGMONT,CO,"$494,376.43"
"FISHER, ROBERT E",Hematology/Oncology,LONGMONT,CO,"$487,304.94"
"BACKUP, LINDA",Cardiology,LONGMONT,CO,"$463,782.52"
"BARNETT, JOHN M",Hematology/Oncology,LONGMONT,CO,"$430,364.21"
"JOHNSON, MICHAEL J",Hematology/Oncology,LONGMONT,CO,"$398,667.68"
"ROTHSTEIN, MICAH W",Ophthalmology,LONGMONT,CO,"$352,027.61"
"MCCARTY, DAVID",Internal Medicine,LONGMONT,CO,"$337,641.53"
"VANHOOK, CHARLES J",Pulmonary Disease,LONGMONT,CO,"$317,911.90"
"TANGEL, DOUGLAS J",Pulmonary Disease,LONGMONT,CO,"$303,430.24"
"EHRLICH, MATTHEW I",Ophthalmology,LONGMONT,CO,"$282,111.73"
"KATUNA, BRUCE A",Neurology,LONGMONT,CO,"$250,283.78"
TWIN PEAKS MEDICAL IMAGING LLC,Independent Diagnostic Testing Facility,LONGMONT,CO,"$227,616.81"
"KARBASSI, MOHAMMAD",Ophthalmology,LONGMONT,CO,"$218,356.33"
"HUGHES, BRIAN R",Family Practice,LONGMONT,CO,"$206,237.20"
"GOULD, JACQUELYNN M",Family Practice,LONGMONT,CO,"$198,207.80"
"CLARK, SCOTT",Dermatology,LONGMONT,CO,"$196,458.73"
"MANION, SEAN P",Urology,LONGMONT,CO,"$192,035.41"
"MEYERS, JOEL S",Ophthalmology,LONGMONT,CO,"$190,966.85"
"ANDREWS, PETER R",Ophthalmology,LONGMONT,CO,"$169,280.12"
"JENSEN, JONATHAN E",Gastroenterology,LONGMONT,CO,"$163,464.80"
"GROSSMAN, BRUCE M",Gastroenterology,LONGMONT,CO,"$160,605.98"
"BRITT, DAVID",Family Practice,LONGMONT,CO,"$156,159.35"
ENDOSCOPY CENTER OF THE ROCKIES LLC,Ambulatory Surgical Center,LONGMONT,CO,"$155,983.56"
"IQBAL, NUZHAT",Gastroenterology,LONGMONT,CO,"$146,525.98"
"TRAN, NGUYET-ANH T",Rheumatology,LONGMONT,CO,"$139,619.88"
"COONEY, WILLIAM P",Orthopedic Surgery,LONGMONT,CO,"$138,905.48"
"WOOD, PETER",Orthopedic Surgery,LONGMONT,CO,"$137,909.21"
"CARR, ALFRED N",Otolaryngology,LONGMONT,CO,"$128,678.93"
MOUNTAIN VIEW FIRE PROTECTION DISTRICT,Ambulance Service Supplier,LONGMONT,CO,"$127,924.30"
"COFF, PHILIP",Gastroenterology,LONGMONT,CO,"$126,485.09"
"PODLECKI, DAVID A",Endocrinology,LONGMONT,CO,"$125,187.66"
"O'NEIL, CATHY",Family Practice,LONGMONT,CO,"$124,646.60"
"FITZGIBBONS, ROBERT E",Orthopedic Surgery,LONGMONT,CO,"$119,029.79"
"PAVOT, PIERRE V",Neurology,LONGMONT,CO,"$116,528.42"
"COLORADO ENDOSCOPY CENTERS, LLC",Ambulatory Surgical Center,LONGMONT,CO,"$114,718.52"
"BAIRD, KRISTIN M",Dermatology,LONGMONT,CO,"$112,724.33"
"GILL, EVA P",Infectious Disease,LONGMONT,CO,"$105,656.87"
"FRETWELL, JAMES M",Family Practice,LONGMONT,CO,"$105,215.75"
"FUESTON, JOHN C",Dermatology,LONGMONT,CO,"$104,040.06"
"KHERA, SUKHJINDER",Internal Medicine,LONGMONT,CO,"$102,602.41"
"VALENCIA, WARREN H",Internal Medicine,LONGMONT,CO,"$101,373.77"
"JACOBI, RICHARD",Family Practice,LONGMONT,CO,"$100,914.88"
"JOHNSON, DALE S",Ophthalmology,LONGMONT,CO,"$100,355.64"
"MALCOM, TROY J",Urology,LONGMONT,CO,"$96,979.39"
"GUTIERREZ, HILARIE J",Diagnostic Radiology,LONGMONT,CO,"$96,388.87"
"PFEIFER, LYLE M",Family Practice,LONGMONT,CO,"$95,675.03"
"LANDBLOM, JEROME",Family Practice,LONGMONT,CO,"$93,846.75"
"BOSEMAN, JERALD P",Nephrology,LONGMONT,CO,"$89,355.91"
"SHAH, NIRAV R",Orthopedic Surgery,LONGMONT,CO,"$89,316.45"
"CAVENDER, CATHERINE E",Family Practice,LONGMONT,CO,"$89,196.29"
"ROBINSON, IRINA",Endocrinology,LONGMONT,CO,"$88,320.89"
"CHETHAM, STEVEN T",Gastroenterology,LONGMONT,CO,"$84,883.83"
"DOLAN, ROBERT P",Gastroenterology,LONGMONT,CO,"$83,425.88"
"CAGAN, LAIRD P",Internal Medicine,LONGMONT,CO,"$81,986.25"
"CARDACI, ANNE L",Physician Assistant,LONGMONT,CO,"$81,911.45"
"POOLE, MARY B",Internal Medicine,LONGMONT,CO,"$81,588.70"
"FRONT RANGE ORTHOPEDIC SURGERY CENTER, LLC",Ambulatory Surgical Center,LONGMONT,CO,"$81,303.28"
"SMITH, SAMUEL E",Orthopedic Surgery,LONGMONT,CO,"$79,925.51"
"DELGADO, BRYANT L",Pulmonary Disease,LONGMONT,CO,"$77,164.32"
"BUSH, MARIE",Preventive Medicine,LONGMONT,CO,"$75,342.93"
"MAGSAMEN, KARL E",Diagnostic Radiology,LONGMONT,CO,"$75,082.07"
"GERLACH, MATTHEW R",Orthopedic Surgery,LONGMONT,CO,"$73,847.00"
"PATER, TIMOTHY J",Hand Surgery,LONGMONT,CO,"$73,466.93"
"ROBINSON, TERRY E",Ophthalmology,LONGMONT,CO,"$73,431.88"
"CAVANAUGH, KEVIN C",Otolaryngology,LONGMONT,CO,"$72,828.41"
"MENDES, PAULA",Neurology,LONGMONT,CO,"$71,790.93"
"KLISH, MARIE D",Radiation Oncology,LONGMONT,CO,"$71,744.42"
"ANTON-SCHNELL, KRISTINA A",Internal Medicine,LONGMONT,CO,"$71,433.60"
"GATOF, DAVID",Gastroenterology,LONGMONT,CO,"$71,019.68"
"TALUSANI, SACHIN",Diagnostic Radiology,LONGMONT,CO,"$68,933.72"
"LEONARD, CURTIS L",Orthopedic Surgery,LONGMONT,CO,"$68,703.42"
"TANENBAUM, MARC H",Family Practice,LONGMONT,CO,"$68,656.29"
"MOINUDDIN, SHIRAZ",Rheumatology,LONGMONT,CO,"$67,718.10"
"THACKER, JAMES D",Interventional Pain Management,LONGMONT,CO,"$66,381.41"
"WAHL, WILLIAM B",Diagnostic Radiology,LONGMONT,CO,"$65,706.33"
"LEONARD, JOHN",Vascular Surgery,LONGMONT,CO,"$62,653.52"
"DEBOOM, TODD",Pathology,LONGMONT,CO,"$61,848.77"
"LAUGHLIN, JANELLE C",Rheumatology,LONGMONT,CO,"$60,017.92"
"PAVOT, DAWN",Pathology,LONGMONT,CO,"$59,235.87"
"BENSON, ERIC M",Family Practice,LONGMONT,CO,"$59,107.97"
"HALL, JULIE K",Emergency Medicine,LONGMONT,CO,"$58,773.12"
"ATHERTON, STACY M",Podiatry,LONGMONT,CO,"$57,350.11"
"VICKLAND, PATRICIA",Physical Therapist,LONGMONT,CO,"$54,405.46"
